rank,batch,cmap name,dose,cell,score,up,down,instance_id
2078,506,troglitazone,10 ?M,MCF7,0,0.262,0.599,1012
2079,761,talampicillin,8 ?M,PC3,0,0.262,0.486,7254
2080,664,decamethonium bromide,10 ?M,HL60,0,0.262,0.64,2933
2081,701,flumetasone,10 ?M,PC3,0,0.262,0.895,4272
2082,678,ronidazole,20 ?M,MCF7,0,0.262,0.454,3557
2083,611,trichostatin A,100 nM,PC3,0,0.261,0.663,1951
2084,748,ivermectin,5 ?M,MCF7,0,0.261,0.474,7206
2085,693,emetine,7 ?M,PC3,0,0.261,0.454,4243
2086,737,minocycline,8 ?M,MCF7,0,0.261,0.482,5496
2087,670,isocarboxazid,17 ?M,MCF7,0,0.261,0.48,3424
2088,1048,STOCK1N-28457,20 ?M,PC3,0,0.261,0.675,6864
2089,731,amodiaquine,9 ?M,PC3,0,0.261,0.61,5747
2090,710,famotidine,12 ?M,PC3,0,0.261,0.614,6665
2091,645,helveticoside,7 ?M,HL60,0,0.261,0.531,2192
2092,754,iopanoic acid,7 ?M,PC3,0,0.26,0.502,6348
2093,752,benzethonium chloride,9 ?M,MCF7,0,0.26,0.526,6070
2094,767,LY-294002,10 ?M,MCF7,0,0.26,0.403,6945
2095,758,bephenium hydroxynaphthoate,9 ?M,MCF7,0,0.26,0.576,5628
2096,630,pentoxyverine,8 ?M,HL60,0,0.26,0.4,1268
2097,642,ofloxacin,11 ?M,MCF7,0,0.26,0.495,2302
2098,708,terguride,9 ?M,MCF7,0,0.26,0.668,5694
2099,719,gliclazide,12 ?M,PC3,0,0.26,0.632,5089
2100,709,hexamethonium bromide,10 ?M,PC3,0,0.259,0.574,6620
2101,755,nitrendipine,11 ?M,MCF7,0,0.259,0.972,6464
2102,680,mebendazole,14 ?M,PC3,0,0.259,0.473,3671
2103,673,phthalylsulfathiazole,10 ?M,MCF7,0,0.259,0.535,3371
2104,611,famotidine,12 ?M,PC3,0,0.259,0.395,1946
2105,758,meclozine,9 ?M,MCF7,0,0.259,0.62,5607
2106,708,Prestwick-860,35 ?M,MCF7,0,0.259,0.746,5679
2107,1085,daunorubicin,1 ?M,PC3,0,0.259,0.701,7511
2108,632,4-hydroxyphenazone,20 ?M,MCF7,0,0.259,0.451,1497
2109,709,miconazole,10 ?M,PC3,0,0.258,0.628,6615
2110,56,valproic acid,1 mM,PC3,0,0.258,0.316,433
2111,754,budesonide,9 ?M,PC3,0,0.258,0.515,6330
2112,614,nomifensine,11 ?M,HL60,0,0.258,0.522,1378
2113,612,sulfathiazole,16 ?M,HL60,0,0.258,0.544,1963
2114,632,ethambutol,14 ?M,MCF7,0,0.258,0.702,1481
2115,71,troglitazone,10 ?M,SKMEL5,0,0.258,0.561,504
2116,765,LY-294002,100 nM,MCF7,0,0.258,0.441,6976
2117,754,procaine,15 ?M,PC3,0,0.258,0.501,6329
2118,664,zalcitabine,19 ?M,HL60,0,0.258,0.605,2932
2119,718,ornidazole,18 ?M,PC3,0,0.258,0.545,5064
2120,719,trichostatin A,100 nM,PC3,0,0.258,0.686,5086
2121,704,trichostatin A,100 nM,PC3,0,0.258,0.469,4565
2122,613,baclofen,19 ?M,HL60,0,0.258,0.658,2036
2123,664,gibberellic acid,12 ?M,HL60,0,0.257,0.629,2910
2124,765,prochlorperazine,10 ?M,MCF7,0,0.257,0.67,6975
2125,752,anabasine,25 ?M,MCF7,0,0.257,0.644,6074
2126,695,quercetin,12 ?M,MCF7,0,0.257,0.659,4846
2127,26b,sirolimus,100 nM,MCF7,0,0.257,0.371,326
2128,610,ethambutol,14 ?M,PC3,0,0.257,0.579,1900
2129,603,thioridazine,10 ?M,PC3,0,0.257,0.312,1230
2130,709,hydrochlorothiazide,13 ?M,PC3,0,0.257,0.684,6625
2131,730,metergoline,10 ?M,MCF7,0,0.257,0.577,5344
2132,751,citiolone,25 ?M,MCF7,0,0.257,0.523,6031
2133,611,paclitaxel,5 ?M,PC3,0,0.256,0.397,1959
2134,610,diphemanil metilsulfate,10 ?M,PC3,0,0.256,0.329,1912
2135,617,tranylcypromine,24 ?M,PC3,0,0.256,0.806,2101
2136,629,chloramphenicol,12 ?M,HL60,0,0.256,0.906,1837
2137,734,vinpocetine,11 ?M,PC3,0,0.256,0.565,5859
2138,640,gliclazide,12 ?M,HL60,0,0.256,0.605,1720
2139,612,hexamethonium bromide,10 ?M,HL60,0,0.255,0.578,1982
2140,677,mecamylamine,20 ?M,MCF7,0,0.255,0.455,3525
2141,670,levonorgestrel,13 ?M,MCF7,0,0.255,0.696,3406
2142,612,diflunisal,16 ?M,HL60,0,0.255,0.463,1990
2143,753,dinoprost,8 ?M,PC3,0,0.255,0.428,6308
2144,626,estradiol,100 nM,MCF7,0,0.255,0.643,1633
2145,708,bepridil,10 ?M,MCF7,0,0.255,0.514,5674
2146,734,isoconazole,10 ?M,PC3,0,0.254,0.705,5857
2147,752,trioxysalen,18 ?M,MCF7,0,0.254,0.734,6078
2148,646,oxybutynin,10 ?M,MCF7,0,0.254,0.481,3168
2149,647,methyldopa,19 ?M,MCF7,0,0.253,0.553,3234
2150,663,harman,18 ?M,MCF7,0,0.253,0.678,2806
2151,688,fluvoxamine,9 ?M,PC3,0,0.253,0.334,3995
2152,761,etamivan,18 ?M,PC3,0,0.253,0.439,7260
2153,680,Prestwick-665,12 ?M,PC3,0,0.253,0.473,3681
2154,664,zuclopenthixol,9 ?M,HL60,0,0.253,0.686,2936
2155,709,carisoprodol,15 ?M,PC3,0,0.253,0.558,6610
2156,708,bisacodyl,11 ?M,MCF7,0,0.253,0.783,5677
2157,741,metrifonate,16 ?M,MCF7,0,0.253,0.61,5989
2158,664,meptazinol,15 ?M,HL60,0,0.253,0.531,2906
2159,709,cefaclor,10 ?M,PC3,0,0.253,0.563,6622
2160,700,prilocaine,16 ?M,MCF7,0,0.252,0.674,4749
2161,655,glycocholic acid,9 ?M,MCF7,0,0.252,0.421,3315
2162,762,imipenem,13 ?M,PC3,0,0.252,0.722,7294
2163,704,etamsylate,15 ?M,PC3,0,0.252,0.715,4576
2164,701,trichostatin A,100 nM,PC3,0,0.252,0.977,4302
2165,682,eucatropine,12 ?M,PC3,0,0.252,0.654,3759
2166,655,nitrofural,20 ?M,MCF7,0,0.252,0.493,3320
2167,629,8-azaguanine,26 ?M,HL60,0,0.252,0.863,1833
2168,633,hydroxyzine,9 ?M,MCF7,0,0.252,0.363,1524
2169,1012,H-7,100 ?M,MCF7,0,0.252,0.749,5963
2170,709,harmaline,14 ?M,PC3,0,0.252,0.617,6623
2171,672,tolmetin,13 ?M,MCF7,0,0.251,0.513,3347
2172,630,flupentixol,8 ?M,HL60,0,0.251,0.593,1288
2173,663,protoveratrine A,5 ?M,MCF7,0,0.251,0.78,2800
2174,626,haloperidol,10 ?M,MCF7,0,0.251,0.543,1628
2175,613,azathioprine,14 ?M,HL60,0,0.251,0.488,2028
2176,706,pyrazinamide,32 ?M,MCF7,0,0.251,0.619,4962
2177,641,riboflavin,11 ?M,HL60,0,0.251,0.549,1767
2178,713,pirenperone,10 ?M,PC3,0,0.25,0.406,4679
2179,612,pheniramine,11 ?M,HL60,0,0.25,0.701,1992
2180,725,sirolimus,100 nM,MCF7,0,0.25,0.511,5204
2181,656,tiabendazole,20 ?M,MCF7,0,0.25,0.664,2840
2182,718,pizotifen,9 ?M,PC3,0,0.25,0.422,5072
2183,708,androsterone,14 ?M,MCF7,0,0.25,0.624,5696
2184,630,cefalexin,11 ?M,HL60,0,0.25,0.401,1273
2185,655,amiodarone,6 ?M,MCF7,0,0.25,0.395,3296
2186,703,rifabutin,5 ?M,PC3,0,0.25,0.49,4527
2187,664,sotalol,13 ?M,HL60,0,0.25,0.756,2918
2188,18,LM-1685,10 ?M,MCF7,0,0.25,0.937,253
2189,709,apramycin,7 ?M,PC3,0,0.25,0.765,6614
2190,637,xylometazoline,14 ?M,MCF7,0,0.25,0.566,2270
2191,715,desoxycortone,12 ?M,PC3,0,0.25,0.476,6758
2192,748,benzethonium chloride,9 ?M,MCF7,0,0.249,0.552,7207
2193,726,phthalylsulfathiazole,10 ?M,MCF7,0,0.249,0.593,5249
2194,641,harmine,16 ?M,HL60,0,0.249,0.393,1758
2195,750,LY-294002,100 nM,HL60,0,0.249,0.624,6175
2196,746,tremorine,15 ?M,MCF7,0,0.249,0.457,6273
2197,1076,0316684-0000,10 ?M,MCF7,0,0.249,0.432,7093
2198,707,methotrexate,9 ?M,MCF7,0,0.249,0.655,5000
2199,616,isoconazole,10 ?M,PC3,0,0.249,0.494,2056
2200,726,equilin,15 ?M,MCF7,0,0.248,0.631,5255
2201,751,isosorbide,17 ?M,MCF7,0,0.248,0.652,6038
2202,727,trichostatin A,100 nM,PC3,0,0.248,0.654,4436
2203,506,prochlorperazine,10 ?M,MCF7,0,0.248,0.59,995
2204,748,sulfadoxine,13 ?M,MCF7,0,0.248,0.508,7205
2205,613,famotidine,12 ?M,HL60,0,0.248,0.67,2029
2206,733,mifepristone,9 ?M,PC3,0,0.248,0.524,5827
2207,622,fendiline,11 ?M,HL60,0,0.248,0.402,1573
2208,691,xylazine,18 ?M,MCF7,0,0.248,0.909,4147
2209,753,nitrendipine,11 ?M,PC3,0,0.248,0.672,6304
2210,645,Prestwick-664,8 ?M,HL60,0,0.248,0.553,2178
2211,708,dehydrocholic acid,10 ?M,MCF7,0,0.248,0.593,5681
2212,729,flucytosine,31 ?M,MCF7,0,0.248,0.457,5289
2213,642,ketoprofen,16 ?M,MCF7,0,0.247,0.5,2316
2214,623,cefoperazone,6 ?M,HL60,0,0.247,0.431,1627
2215,628,diprophylline,16 ?M,PC3,0,0.247,0.649,1811
2216,712,kanamycin,7 ?M,PC3,0,0.247,0.578,4625
2217,1052,trichostatin A,1 ?M,PC3,0,0.247,0.595,6886
2218,504,carbamazepine,100 nM,MCF7,0,0.247,0.453,835
2219,637,metampicillin,10 ?M,MCF7,0,0.247,0.297,2286
2220,712,betaxolol,12 ?M,PC3,0,0.247,0.471,4608
2221,732,quinidine,11 ?M,PC3,0,0.247,0.517,5793
2222,618,nefopam,14 ?M,HL60,0,0.247,0.513,2355
2223,677,levocabastine,9 ?M,MCF7,0,0.246,0.472,3509
2224,713,meclozine,9 ?M,PC3,0,0.246,0.457,4646
2225,694,probenecid,14 ?M,MCF7,0,0.246,0.563,4771
2226,713,cephaeline,6 ?M,PC3,0,0.246,0.476,4651
2227,753,chlorpropamide,14 ?M,PC3,0,0.246,0.77,6291
2228,738,oxolinic acid,15 ?M,MCF7,0,0.246,0.637,5519
2229,751,pempidine,13 ?M,MCF7,0,0.246,0.687,6027
2230,101,geldanamycin,1 ?M,MCF7,0,0.246,0.294,611
2231,730,ioversol,5 ?M,MCF7,0,0.246,0.765,5326
2232,718,chlorpromazine,11 ?M,PC3,0,0.246,0.615,5074
2233,680,0175029-0000,10 ?M,PC3,0,0.245,0.501,3691
2234,629,dexpanthenol,19 ?M,HL60,0,0.245,0.545,1844
2235,701,ketoprofen,16 ?M,PC3,0,0.245,0.475,4286
2236,614,isoniazid,29 ?M,HL60,0,0.245,0.335,1399
2237,615,ethosuximide,28 ?M,HL60,0,0.245,0.692,1433
2238,681,lomefloxacin,10 ?M,PC3,0,0.245,0.582,3723
2239,673,luteolin,14 ?M,MCF7,0,0.245,0.597,3379
2240,689,co-dergocrine mesilate,6 ?M,PC3,0,0.245,0.403,4071
2241,753,nicardipine,8 ?M,PC3,0,0.245,0.8,6297
2242,623,methyldopa,19 ?M,HL60,0,0.245,0.544,1619
2243,757,LY-294002,10 ?M,MCF7,0,0.244,0.8,5587
2244,704,chloropyramine,12 ?M,PC3,0,0.244,0.374,4589
2245,707,hydroxyzine,9 ?M,MCF7,0,0.244,0.517,5006
2246,657,resveratrol,18 ?M,MCF7,0,0.244,0.695,2865
2247,737,diprophylline,16 ?M,MCF7,0,0.244,0.466,5482
2248,622,tremorine,15 ?M,HL60,0,0.244,0.716,1579
2249,699,mephentermine,9 ?M,MCF7,0,0.244,0.509,4707
2250,610,sulpiride,12 ?M,PC3,0,0.244,0.695,1887
2251,703,homosalate,15 ?M,PC3,0,0.244,0.673,4533
2252,709,nifurtimox,14 ?M,PC3,0,0.244,0.57,6608
2253,702,eldeline,8 ?M,PC3,0,0.243,0.559,4306
2254,707,thioguanosine,13 ?M,MCF7,0,0.243,0.556,4989
2255,719,rimexolone,11 ?M,PC3,0,0.243,0.666,5092
2256,622,chlortalidone,12 ?M,HL60,0,0.243,0.598,1581
2257,693,sulfaguanidine,19 ?M,PC3,0,0.243,0.587,4257
2258,718,piracetam,28 ?M,PC3,0,0.243,0.405,5043
2259,728,trichostatin A,100 nM,PC3,0,0.243,0.474,4483
2260,713,digoxigenin,10 ?M,PC3,0,0.243,0.602,4680
2261,626,tanespimycin,1 ?M,MCF7,0,0.243,0.357,1631
2262,706,palmatine,10 ?M,MCF7,0,0.242,0.616,4957
2263,622,guanethidine,13 ?M,HL60,0,0.242,0.355,1554
2264,718,diethylcarbamazine,10 ?M,PC3,0,0.242,0.511,5066
2265,698,nalidixic acid,15 ?M,PC3,0,0.242,0.631,7367
2266,611,hesperetin,13 ?M,PC3,0,0.242,0.723,1947
2267,1073,trichostatin A,1 ?M,PC3,0,0.242,0.703,7077
2268,710,methapyrilene,13 ?M,PC3,0,0.242,0.71,6644
2269,103,monastrol,20 ?M,MCF7,0,0.242,0.47,614
2270,746,methacholine chloride,20 ?M,MCF7,0,0.242,0.774,6248
2271,764,drofenine,11 ?M,PC3,0,0.242,0.432,7129
2272,728,napelline,11 ?M,PC3,0,0.242,0.501,4486
2273,746,sulfamethizole,15 ?M,MCF7,0,0.241,0.529,6272
2274,1069,GW-8510,10 ?M,PC3,0,0.241,0.556,7067
2275,754,ranitidine,11 ?M,PC3,0,0.241,0.716,6324
2276,622,ketotifen,9 ?M,HL60,0,0.241,0.706,1583
2277,670,eucatropine,12 ?M,MCF7,0,0.241,0.591,3416
2278,765,chlorpromazine,1 ?M,MCF7,0,0.241,0.494,6977
2279,726,probucol,8 ?M,MCF7,0,0.241,0.639,5261
2280,617,norfloxacin,13 ?M,PC3,0,0.241,0.479,2090
2281,746,tretinoin,13 ?M,MCF7,0,0.241,0.553,6243
2282,58,copper sulfate,100 ?M,MCF7,0,0.241,0.42,438
2283,665,torasemide,11 ?M,HL60,0,0.241,0.677,2956
2284,735,azacyclonol,15 ?M,MCF7,0,0.241,0.583,5398
2285,754,sulfasalazine,10 ?M,PC3,0,0.24,0.43,6346
2286,691,trimethobenzamide,9 ?M,MCF7,0,0.24,0.464,4180
2287,650,fulvestrant,10 nM,HL60,0,0.24,0.365,2698
2288,631,cefotetan,7 ?M,HL60,0,0.24,0.546,1319
2289,714,trichostatin A,100 nM,PC3,0,0.24,0.583,6709
2290,653,dextromethorphan,11 ?M,MCF7,0,0.24,0.553,2636
2291,718,norethisterone,13 ?M,PC3,0,0.24,0.528,5055
2292,761,morantel,11 ?M,PC3,0,0.24,0.509,7250
2293,706,carisoprodol,15 ?M,MCF7,0,0.24,0.618,4955
2294,766,xylometazoline,14 ?M,MCF7,0,0.239,0.565,7020
2295,615,etodolac,14 ?M,HL60,0,0.239,0.565,1407
2296,677,imidurea,10 ?M,MCF7,0,0.239,0.554,3522
2297,1069,SB-203580,1 ?M,PC3,0,0.239,0.398,7066
2298,616,mianserin,13 ?M,PC3,0,0.239,0.421,2068
2299,610,troleandomycin,5 ?M,PC3,0,0.239,0.442,1885
2300,718,loracarbef,11 ?M,PC3,0,0.239,0.533,5073
2301,762,ketorolac,11 ?M,PC3,0,0.239,0.486,7286
2302,707,estrone,15 ?M,MCF7,0,0.238,0.666,4993
2303,613,lisuride,12 ?M,HL60,0,0.238,0.428,2046
2304,736,piribedil,12 ?M,MCF7,0,0.238,0.323,5434
2305,709,naphazoline,16 ?M,PC3,0,0.238,0.547,6604
2306,630,benfluorex,10 ?M,HL60,0,0.238,0.498,1266
2307,694,trichostatin A,100 nM,MCF7,0,0.238,0.496,4770
2308,731,guanethidine,13 ?M,PC3,0,0.237,0.537,5731
2309,727,thioridazine,10 ?M,PC3,0,0.237,0.657,4454
2310,694,sulfathiazole,16 ?M,MCF7,0,0.237,0.496,4769
2311,707,megestrol,10 ?M,MCF7,0,0.237,0.515,5013
2312,655,butoconazole,8 ?M,MCF7,0,0.237,0.445,3288
2313,730,zaprinast,15 ?M,MCF7,0,0.237,0.763,5349
2314,730,chlortetracycline,8 ?M,MCF7,0,0.236,0.809,5360
2315,658,piromidic acid,14 ?M,HL60,0,0.236,0.663,2996
2316,709,betahistine,17 ?M,PC3,0,0.236,0.479,6611
2317,720,pramocaine,12 ?M,MCF7,0,0.236,0.66,4368
2318,680,dilazep,6 ?M,PC3,0,0.236,0.445,3665
2319,757,acetylsalicylic acid,100 ?M,MCF7,0,0.236,0.613,5564
2320,700,lomefloxacin,10 ?M,MCF7,0,0.236,0.53,4745
2321,746,naltrexone,10 ?M,MCF7,0,0.236,0.421,6241
2322,663,boldine,12 ?M,MCF7,0,0.236,0.839,2804
2323,645,benzamil,11 ?M,HL60,0,0.236,0.483,2200
2324,682,PHA-00851261E,1 ?M,PC3,0,0.236,0.389,3776
2325,731,fipexide,9 ?M,PC3,0,0.235,0.641,5737
2326,1012,LY-294002,10 ?M,MCF7,0,0.235,0.64,5965
2327,69,iloprost,1 ?M,SKMEL5,0,0.235,0.536,496
2328,695,cyclopenthiazide,11 ?M,MCF7,0,0.235,0.432,4813
2329,628,dexpanthenol,19 ?M,PC3,0,0.235,0.607,1802
2330,682,metamizole sodium,12 ?M,PC3,0,0.235,0.852,3754
2331,772,noretynodrel,13 ?M,MCF7,0,0.235,0.588,7471
2332,709,benzthiazide,9 ?M,PC3,0,0.234,0.44,6607
2333,754,dimenhydrinate,9 ?M,PC3,0,0.234,0.37,6352
2334,765,haloperidol,10 ?M,MCF7,0,0.234,0.705,6963
2335,690,6-azathymine,31 ?M,MCF7,0,0.234,0.707,4106
2336,752,butirosin,5 ?M,MCF7,0,0.234,0.49,6080
2337,653,chlorprothixene,11 ?M,MCF7,0,0.234,0.675,2627
2338,718,imidurea,10 ?M,PC3,0,0.234,0.632,5062
2339,1071,AR-A014418,10 ?M,PC3,0,0.234,0.75,7070
2340,682,bendroflumethiazide,9 ?M,PC3,0,0.234,0.928,3758
2341,653,clomifene,7 ?M,MCF7,0,0.234,0.432,2624
2342,676,naftopidil,9 ?M,MCF7,0,0.233,0.433,7331
2343,680,Prestwick-685,11 ?M,PC3,0,0.233,0.39,3683
2344,711,acacetin,14 ?M,MCF7,0,0.233,0.594,3942
2345,680,sulfamethoxazole,16 ?M,PC3,0,0.233,0.417,3667
2346,732,Prestwick-1085,15 ?M,PC3,0,0.233,0.562,5774
2347,623,brinzolamide,10 ?M,HL60,0,0.232,0.432,1615
2348,741,norfloxacin,13 ?M,MCF7,0,0.232,0.486,5985
2349,629,triamterene,16 ?M,HL60,0,0.232,0.555,1861
2350,623,probucol,8 ?M,HL60,0,0.232,0.494,1608
2351,629,sulfadiazine,16 ?M,HL60,0,0.232,0.51,1852
2352,754,remoxipride,10 ?M,PC3,0,0.232,0.575,6342
2353,732,nicergoline,8 ?M,PC3,0,0.232,0.45,5775
2354,673,propofol,22 ?M,MCF7,0,0.232,0.644,3386
2355,615,aztreonam,9 ?M,HL60,0,0.232,0.484,1435
2356,752,kinetin,19 ?M,MCF7,0,0.231,0.743,6073
2357,623,clopamide,12 ?M,HL60,0,0.231,0.399,1605
2358,765,trifluoperazine,10 ?M,MCF7,0,0.231,0.585,6984
2359,654,primaquine,9 ?M,MCF7,0,0.231,0.635,3279
2360,719,dropropizine,17 ?M,PC3,0,0.231,0.514,5106
2361,754,tribenoside,8 ?M,PC3,0,0.231,0.557,6328
2362,695,minaprine,11 ?M,MCF7,0,0.231,0.514,4814
2363,623,chlorpropamide,14 ?M,HL60,0,0.231,0.632,1594
2364,653,amoxicillin,11 ?M,MCF7,0,0.231,0.519,2620
2365,689,trichostatin A,100 nM,PC3,0,0.231,0.486,4072
2366,506,rosiglitazone,10 ?M,MCF7,0,0.231,0.745,1013
2367,629,acetazolamide,18 ?M,HL60,0,0.231,0.775,1850
2368,743,mebeverine,9 ?M,MCF7,0,0.231,0.559,6795
2369,753,nizatidine,12 ?M,PC3,0,0.231,0.507,6305
2370,709,lysergol,16 ?M,PC3,0,0.231,0.613,6621
2371,719,prednicarbate,8 ?M,PC3,0,0.23,0.512,5119
2372,651,pyrithyldione,24 ?M,HL60,0,0.23,0.534,2740
2373,737,octopamine,21 ?M,MCF7,0,0.23,0.521,5469
2374,671,ribostamycin,7 ?M,MCF7,0,0.23,0.457,3444
2375,682,piperacillin,7 ?M,PC3,0,0.23,0.79,3763
2376,615,cloxacillin,9 ?M,HL60,0,0.23,0.396,1443
2377,751,flunisolide,9 ?M,MCF7,0,0.23,0.507,6023
2378,729,danazol,12 ?M,MCF7,0,0.23,0.467,5315
2379,673,ganciclovir,16 ?M,MCF7,0,0.23,0.473,3368
2380,630,amoxicillin,11 ?M,HL60,0,0.23,0.473,1265
2381,748,pridinol,10 ?M,MCF7,0,0.23,0.533,7214
2382,681,isosorbide,17 ?M,PC3,0,0.23,0.599,3720
2383,726,flurbiprofen,16 ?M,MCF7,0,0.229,0.649,5269
2384,686,proglumide,12 ?M,MCF7,0,0.229,0.534,3861
2385,641,yohimbine,10 ?M,HL60,0,0.229,0.474,1763
2386,617,ornidazole,18 ?M,PC3,0,0.229,0.456,2109
2387,629,todralazine,15 ?M,HL60,0,0.229,0.778,1841
2388,642,nefopam,14 ?M,MCF7,0,0.229,0.457,2317
2389,649,tinidazole,16 ?M,HL60,0,0.229,0.591,2568
2390,615,pyrantel,11 ?M,HL60,0,0.229,0.351,1413
2391,611,josamycin,5 ?M,PC3,0,0.229,0.698,1950
2392,751,benfotiamine,9 ?M,MCF7,0,0.229,0.655,6032
2393,634,butoconazole,8 ?M,HL60,0,0.228,0.581,2427
2394,712,metyrapone,18 ?M,PC3,0,0.228,0.276,4606
2395,632,lidocaine,15 ?M,MCF7,0,0.228,0.529,1499
2396,691,sitosterol,10 ?M,MCF7,0,0.228,0.404,4154
2397,764,ronidazole,20 ?M,PC3,0,0.228,0.653,7131
2398,728,riboflavin,11 ?M,PC3,0,0.228,0.534,4485
2399,758,pirenperone,10 ?M,MCF7,0,0.228,0.497,5639
2400,623,debrisoquine,9 ?M,HL60,0,0.228,0.412,1591
2401,743,oxedrine,24 ?M,MCF7,0,0.228,0.602,6798
2402,712,altretamine,19 ?M,PC3,0,0.228,0.647,4627
2403,767,acetylsalicylic acid,100 ?M,MCF7,0,0.228,0.495,6924
2404,734,estriol,14 ?M,PC3,0,0.228,0.531,5866
2405,731,cromoglicic acid,8 ?M,PC3,0,0.228,0.615,5754
2406,628,triflupromazine,10 ?M,PC3,0,0.227,0.519,1813
2407,738,phensuximide,21 ?M,MCF7,0,0.227,0.545,5522
2408,709,acebutolol,11 ?M,PC3,0,0.227,0.505,6631
2409,715,adenosine phosphate,11 ?M,PC3,0,0.227,0.368,6760
2410,750,valproic acid,50 ?M,HL60,0,0.227,0.791,6181
2411,660,pipemidic acid,13 ?M,HL60,0,0.227,0.614,3093
2412,752,cefmetazole,8 ?M,MCF7,0,0.227,0.502,6086
2413,657,lobelanidine,11 ?M,MCF7,0,0.227,0.443,2897
2414,688,etifenin,12 ?M,PC3,0,0.227,0.522,3998
2415,750,fulvestrant,1 ?M,HL60,0,0.227,0.591,6165
2416,670,spiramycin,5 ?M,MCF7,0,0.227,0.52,3419
2417,720,ciclacillin,12 ?M,MCF7,0,0.227,0.597,4358
2418,748,bergenin,12 ?M,MCF7,0,0.227,0.492,7224
2419,665,lymecycline,7 ?M,HL60,0,0.227,0.687,2953
2420,646,cinnarizine,11 ?M,MCF7,0,0.227,0.573,3175
2421,734,atropine,6 ?M,PC3,0,0.226,0.508,5865
2422,709,meclocycline,6 ?M,PC3,0,0.226,0.517,6637
2423,703,PHA-00745360,1 ?M,PC3,0,0.226,0.472,4562
2424,673,sulconazole,9 ?M,MCF7,0,0.226,0.591,3373
2425,762,lymecycline,7 ?M,PC3,0,0.226,0.526,7291
2426,101,LM-1685,10 ?M,MCF7,0,0.226,0.529,612
2427,750,fluphenazine,10 ?M,HL60,0,0.226,0.546,6196
2428,700,Prestwick-664,8 ?M,MCF7,0,0.226,0.564,4737
2429,744,dacarbazine,22 ?M,MCF7,0,0.226,0.594,6816
2430,690,fluvoxamine,9 ?M,MCF7,0,0.225,0.48,4114
2431,657,propafenone,11 ?M,MCF7,0,0.225,0.82,2871
2432,771,norethisterone,13 ?M,MCF7,0,0.225,0.597,7414
2433,736,amitriptyline,13 ?M,MCF7,0,0.225,0.625,5453
2434,619,norethisterone,13 ?M,HL60,0,0.225,0.603,2383
2435,657,trimetazidine,12 ?M,MCF7,0,0.225,0.685,2876
2436,618,tolbutamide,15 ?M,HL60,0,0.225,0.455,2359
2437,761,aminocaproic acid,30 ?M,PC3,0,0.225,0.72,7258
2438,764,Prestwick-1084,16 ?M,PC3,0,0.225,0.803,7125
2439,752,altizide,10 ?M,MCF7,0,0.225,0.508,6089
2440,708,practolol,15 ?M,MCF7,0,0.225,0.57,5664
2441,715,metergoline,10 ?M,PC3,0,0.225,0.549,6744
2442,715,trichostatin A,100 nM,PC3,0,0.224,0.487,6736
2443,728,atropine oxide,12 ?M,PC3,0,0.224,0.618,4476
2444,731,etanidazole,19 ?M,PC3,0,0.224,0.547,5730
2445,690,amiprilose,12 ?M,MCF7,0,0.224,0.472,4119
2446,1085,CP-863187,10 ?M,PC3,0,0.224,0.462,7512
2447,762,pivmecillinam,8 ?M,PC3,0,0.223,0.572,7312
2448,713,3-acetylcoumarin,21 ?M,PC3,0,0.223,0.401,4664
2449,708,dioxybenzone,16 ?M,MCF7,0,0.223,0.694,5699
2450,753,aminophylline,10 ?M,PC3,0,0.223,0.578,6295
2451,1000,valinomycin,100 nM,MCF7,0,0.223,0.511,5906
2452,710,benzbromarone,9 ?M,PC3,0,0.223,0.592,6669
2453,720,levcycloserine,39 ?M,MCF7,0,0.223,0.478,4346
2454,628,benzonatate,7 ?M,PC3,0,0.223,0.434,1801
2455,641,hydrocotarnine,13 ?M,HL60,0,0.223,0.513,1772
2456,712,practolol,15 ?M,PC3,0,0.223,0.738,4603
2457,712,perphenazine,10 ?M,PC3,0,0.223,0.338,4637
2458,613,loperamide,8 ?M,HL60,0,0.223,0.552,2033
2459,732,spironolactone,10 ?M,PC3,0,0.223,0.529,5781
2460,766,artemisinin,14 ?M,MCF7,0,0.223,0.674,7007
2461,648,etanidazole,19 ?M,HL60,0,0.223,0.624,2510
2462,708,hymecromone,23 ?M,MCF7,0,0.223,0.432,5684
2463,1048,SC-560,10 ?M,PC3,0,0.223,0.485,6865
2464,636,nicergoline,8 ?M,MCF7,0,0.222,0.579,2220
2465,686,spiramycin,5 ?M,MCF7,0,0.222,0.436,3844
2466,626,sirolimus,100 nM,MCF7,0,0.222,0.477,1632
2467,506,fluphenazine,10 ?M,MCF7,0,0.222,0.588,1017
2468,765,acetylsalicylic acid,100 ?M,MCF7,0,0.222,0.511,6964
2469,1021,orlistat,10 ?M,PC3,0,0.222,0.604,6388
2470,757,estradiol,10 nM,MCF7,0,0.222,0.533,5601
2471,720,orphenadrine,13 ?M,MCF7,0,0.222,0.707,4359
2472,762,tiletamine,15 ?M,PC3,0,0.222,0.428,7311
2473,692,roxithromycin,5 ?M,PC3,0,0.222,0.656,4192
2474,659,ganciclovir,16 ?M,HL60,0,0.222,0.588,3030
2475,59,clofibrate,100 ?M,MCF7,0,0.222,0.515,444
2476,636,nalbuphine,10 ?M,MCF7,0,0.221,0.512,2225
2477,702,metamizole sodium,12 ?M,PC3,0,0.221,0.582,4310
