"","eff_length"
"AC130343.1",459
"AC130343.2",426
"AC130352.1",661
"AC130360.1",1117
"AC130364.1",795
"AC130364.2",604
"AC130365.1",1201
"AC130366.1",1192
"AC130371.1",401
"AC130371.2",611
"AC130404.1",739
"AC130415.1",1010
"AC130448.1",1733
"AC130448.2",374
"AC130454.1",401
"AC130456.1",1363
"AC130456.2",1937
"AC130456.3",633
"AC130456.4",665
"AC130456.5",510
"AC130456.6",765
"AC130456.7",1256
"AC130462.1",135
"AC130462.2",549
"AC130464.1",1500
"AC130469.1",388
"AC130472.1",309
"AC130509.1",433
"AC130650.1",415
"AC130650.2",2403
"AC130651.1",536
"AC130686.1",2466
"AC130689.1",408
"AC130709.1",1212
"AC130710.1",853
"AC130895.1",493
"AC131009.1",426
"AC131009.2",770
"AC131009.3",287
"AC131009.4",1740
"AC131011.1",672
"AC131025.1",588
"AC131025.2",422
"AC131055.1",316
"AC131055.2",248
"AC131094.1",490
"AC131097.1",739
"AC131097.2",1228
"AC131097.3",571
"AC131157.1",722
"AC131159.1",213
"AC131159.2",702
"AC131182.1",657
"AC131206.1",1211
"AC131210.1",441
"AC131211.1",483
"AC131212.1",668
"AC131212.2",1355
"AC131212.3",4219
"AC131212.4",975
"AC131235.1",732
"AC131235.2",362
"AC131235.3",620
"AC131238.1",328
"AC131254.1",1867
"AC131254.2",550
"AC131254.3",564
"AC131274.1",254
"AC131274.2",1507
"AC131274.3",1271
"AC131280.1",4211
"AC131281.1",164
"AC131281.2",145
"AC131391.1",520
"AC131392.1",633
"AC131392.2",4332
"AC131571.1",598
"AC131649.1",1313
"AC131649.2",4439
"AC131888.1",2168
"AC131902.1",2172
"AC131902.2",581
"AC131934.1",912
"AC131935.1",333
"AC131935.2",1371
"AC131953.1",477
"AC131956.1",258
"AC131956.2",512
"AC131971.1",1482
"AC132008.1",286
"AC132008.2",1552
"AC132068.1",459
"AC132154.1",2134
"AC132186.1",354
"AC132192.1",597
"AC132192.2",1147
"AC132216.1",1158
"AC132217.1",373
"AC132219.1",478
"AC132219.2",2327
"AC132479.1",144
"AC132803.1",493
"AC132807.1",458
"AC132807.2",339
"AC132812.1",892
"AC132825.1",2247
"AC132825.2",504
"AC132825.3",4710
"AC132825.4",3644
"AC132872.1",1195
"AC132872.2",2368
"AC132872.3",629
"AC132872.4",2778
"AC132938.1",360
"AC132938.2",680
"AC132938.3",357
"AC132938.4",848
"AC132938.5",1655
"AC132942.1",483
"AC133041.1",201
"AC133065.1",575
"AC133065.2",1161
"AC133065.3",2378
"AC133104.1",218
"AC133104.2",193
"AC133106.1",397
"AC133134.1",359
"AC133141.1",339
"AC133435.1",576
"AC133473.1",299
"AC133480.1",381
"AC133485.1",124
"AC133485.2",2484
"AC133485.3",262
"AC133485.4",220
"AC133485.5",866
"AC133485.6",688
"AC133528.1",805
"AC133539.1",467
"AC133540.1",1019
"AC133548.1",242
"AC133548.2",2605
"AC133550.1",128
"AC133550.2",295
"AC133550.3",544
"AC133552.1",4007
"AC133552.2",1032
"AC133552.3",1869
"AC133552.4",676
"AC133552.5",534
"AC133555.1",259
"AC133555.2",292
"AC133555.3",1693
"AC133555.4",152
"AC133555.5",418
"AC133561.1",2415
"AC133561.2",351
"AC133561.3",291
"AC133565.1",488
"AC133569.1",373
"AC133634.1",566
"AC133637.1",1537
"AC133644.1",937
"AC133644.2",540
"AC133785.1",2824
"AC133865.1",339
"AC133919.1",416
"AC133919.2",589
"AC133919.3",1804
"AC133961.1",762
"AC133963.1",1679
"AC133963.2",578
"AC133965.1",354
"AC134026.1",104
"AC134026.2",2239
"AC134043.1",129
"AC134043.2",638
"AC134043.3",2238
"AC134050.1",933
"AC134312.1",3468
"AC134312.2",608
"AC134312.3",213
"AC134312.4",559
"AC134312.5",1313
"AC134312.6",444
"AC134349.1",385
"AC134349.2",910
"AC134407.1",709
"AC134407.2",1978
"AC134407.3",2139
"AC134508.1",2977
"AC134669.1",1008
"AC134682.1",3377
"AC134684.1",264
"AC134698.1",643
"AC134698.2",311
"AC134698.3",214
"AC134698.4",826
"AC134698.5",336
"AC134772.1",885
"AC134775.1",464
"AC134878.1",243
"AC134878.2",1265
"AC134879.1",394
"AC134879.2",389
"AC134879.3",254
"AC134915.1",574
"AC134978.1",788
"AC134981.1",348
"AC135001.1",283
"AC135012.1",7430
"AC135012.2",479
"AC135012.3",4039
"AC135048.1",1318
"AC135048.2",561
"AC135048.3",328
"AC135048.4",3641
"AC135050.1",3380
"AC135050.2",2362
"AC135050.3",449
"AC135050.4",504
"AC135050.5",543
"AC135050.6",528
"AC135050.7",2218
"AC135068.1",1084
"AC135068.2",353
"AC135068.3",1125
"AC135068.4",925
"AC135068.5",978
"AC135068.6",622
"AC135068.7",568
"AC135068.8",353
"AC135068.9",355
"AC135166.1",566
"AC135178.1",137
"AC135178.2",537
"AC135178.3",3087
"AC135178.4",579
"AC135178.5",548
"AC135178.6",674
"AC135178.7",398
"AC135279.1",104
"AC135279.2",504
"AC135279.3",620
"AC135279.4",1311
"AC135352.1",1418
"AC135388.1",353
"AC135457.1",664
"AC135506.1",1799
"AC135507.1",561
"AC135507.2",309
"AC135584.1",333
"AC135586.1",574
"AC135586.2",567
"AC135626.1",435
"AC135628.1",534
"AC135721.1",300
"AC135731.1",2548
"AC135731.2",2098
"AC135776.1",2481
"AC135776.2",714
"AC135776.3",427
"AC135776.4",1904
"AC135782.1",2154
"AC135782.2",472
"AC135782.3",2105
"AC135803.1",565
"AC135895.1",1058
"AC135977.1",959
"AC135983.1",1097
"AC135983.2",1673
"AC135983.3",1226
"AC135983.4",1262
"AC135983.5",144
"AC135999.1",479
"AC136188.1",342
"AC136285.1",1447
"AC136285.2",378
"AC136424.1",542
"AC136424.2",563
"AC136428.1",349
"AC136428.2",214
"AC136428.3",1990
"AC136431.1",674
"AC136443.1",355
"AC136443.2",258
"AC136443.3",676
"AC136443.4",579
"AC136443.5",370
"AC136469.1",511
"AC136469.2",1028
"AC136475.1",1151
"AC136475.10",385
"AC136475.2",392
"AC136475.3",812
"AC136475.4",280
"AC136475.5",827
"AC136475.6",289
"AC136475.7",592
"AC136475.8",386
"AC136475.9",497
"AC136489.1",736
"AC136601.1",666
"AC136601.2",474
"AC136603.1",767
"AC136604.1",771
"AC136604.2",1966
"AC136604.3",485
"AC136611.1",126
"AC136618.1",621
"AC136618.2",400
"AC136619.1",258
"AC136619.2",631
"AC136621.1",2304
"AC136624.1",542
"AC136624.2",567
"AC136624.3",370
"AC136628.1",561
"AC136628.2",1142
"AC136628.3",290
"AC136628.4",535
"AC136632.1",591
"AC136632.2",861
"AC136698.1",546
"AC136759.1",2196
"AC136777.1",369
"AC136777.2",358
"AC136896.1",547
"AC136932.1",208
"AC136944.1",560
"AC136944.2",3971
"AC136944.3",554
"AC136944.4",660
"AC136944.5",151
"AC137055.1",395
"AC137056.1",753
"AC137056.2",1958
"AC137499.1",88
"AC137499.2",1338
"AC137527.1",70
"AC137549.1",533
"AC137579.1",836
"AC137579.2",551
"AC137590.1",495
"AC137590.2",240
"AC137627.1",289
"AC137630.1",782
"AC137630.2",555
"AC137630.3",391
"AC137630.4",479
"AC137675.1",42
"AC137695.1",489
"AC137695.2",754
"AC137723.1",398
"AC137735.1",419
"AC137761.1",601
"AC137761.2",223
"AC137768.1",553
"AC137770.1",530
"AC137800.1",573
"AC137800.2",120
"AC137803.1",263
"AC137810.1",540
"AC137834.1",2107
"AC137834.2",701
"AC137894.1",547
"AC137932.1",410
"AC137932.2",1205
"AC137932.3",3660
"AC138024.1",699
"AC138028.1",2137
"AC138028.2",4528
"AC138028.3",213
"AC138028.4",1845
"AC138028.5",558
"AC138028.6",1482
"AC138035.1",1066
"AC138035.2",727
"AC138035.3",2791
"AC138057.1",696
"AC138089.1",967
"AC138123.1",721
"AC138123.2",791
"AC138150.1",570
"AC138150.2",2053
"AC138207.1",545
"AC138207.2",492
"AC138207.3",166
"AC138207.4",1661
"AC138207.5",409
"AC138207.6",1967
"AC138207.7",668
"AC138207.8",739
"AC138230.1",664
"AC138304.1",424
"AC138305.1",571
"AC138305.2",556
"AC138305.3",240
"AC138331.1",376
"AC138356.1",2086
"AC138356.2",667
"AC138356.3",1228
"AC138360.1",386
"AC138392.1",921
"AC138393.1",2669
"AC138393.2",246
"AC138393.3",573
"AC138409.1",3598
"AC138409.2",5001
"AC138430.1",5409
"AC138430.2",504
"AC138466.1",391
"AC138466.2",304
"AC138466.3",221
"AC138466.4",852
"AC138466.5",808
"AC138470.1",1897
"AC138473.1",526
"AC138474.1",523
"AC138512.1",434
"AC138517.1",568
"AC138623.1",216
"AC138625.1",483
"AC138625.2",586
"AC138627.1",966
"AC138627.2",601
"AC138646.1",633
"AC138647.1",648
"AC138649.1",1449
"AC138649.2",705
"AC138649.3",254
"AC138649.4",287
"AC138655.1",434
"AC138696.1",2897
"AC138696.2",223
"AC138701.1",714
"AC138701.2",226
"AC138749.1",2472
"AC138749.2",167
"AC138749.3",622
"AC138749.4",127
"AC138749.5",208
"AC138761.1",2552
"AC138761.2",1423
"AC138781.1",505
"AC138811.1",361
"AC138811.2",764
"AC138819.1",431
"AC138832.1",556
"AC138853.1",823
"AC138866.1",497
"AC138866.2",584
"AC138869.1",124
"AC138869.2",262
"AC138869.3",2486
"AC138894.1",1721
"AC138894.2",371
"AC138894.3",634
"AC138894.4",256
"AC138904.1",2481
"AC138904.2",107
"AC138907.1",2405
"AC138907.10",983
"AC138907.2",866
"AC138907.3",262
"AC138907.4",226
"AC138907.5",273
"AC138907.6",126
"AC138907.7",540
"AC138907.8",2256
"AC138907.9",986
"AC138915.1",97
"AC138915.2",1389
"AC138915.3",4147
"AC138932.1",6830
"AC138932.2",1459
"AC138932.3",1902
"AC138932.4",109
"AC138932.5",563
"AC138938.1",782
"AC138951.1",2685
"AC138951.2",1161
"AC138956.1",504
"AC138956.2",528
"AC138965.1",547
"AC138965.2",568
"AC138965.3",498
"AC138969.1",4514
"AC138969.2",9932
"AC138969.3",1459
"AC138969.4",109
"AC139085.1",182
"AC139099.1",2409
"AC139099.2",641
"AC139099.3",3504
"AC139100.1",2035
"AC139100.2",662
"AC139103.1",1030
"AC139143.1",1207
"AC139149.1",783
"AC139256.1",2598
"AC139256.2",2902
"AC139272.1",640
"AC139365.1",322
"AC139365.2",253
"AC139426.1",2529
"AC139426.2",251
"AC139426.3",2059
"AC139451.1",330
"AC139453.1",133
"AC139453.2",369
"AC139491.1",1516
"AC139491.2",3632
"AC139491.3",684
"AC139491.4",354
"AC139491.5",920
"AC139493.1",397
"AC139495.1",1073
"AC139495.2",1087
"AC139495.3",4437
"AC139497.1",501
"AC139530.1",1977
"AC139530.2",1922
"AC139530.3",690
"AC139697.1",745
"AC139700.1",1540
"AC139712.1",1875
"AC139712.2",339
"AC139712.3",639
"AC139713.1",460
"AC139718.1",300
"AC139718.2",481
"AC139720.1",512
"AC139720.2",440
"AC139722.1",782
"AC139768.1",898
"AC139769.1",1931
"AC139769.2",2291
"AC139769.3",175
"AC139783.1",681
"AC139783.2",1145
"AC139792.1",647
"AC139792.2",587
"AC139792.3",224
"AC139795.1",853
"AC139795.2",1751
"AC139795.3",541
"AC139887.1",286
"AC139887.2",618
"AC139887.3",713
"AC139887.4",719
"AC140059.1",361
"AC140063.1",259
"AC140076.1",361
"AC140113.1",169
"AC140113.2",208
"AC140113.3",199
"AC140113.4",222
"AC140118.1",532
"AC140125.1",684
"AC140125.2",1517
"AC140125.3",547
"AC140134.1",3544
"AC140172.1",141
"AC140479.1",337
"AC140479.2",3130
"AC140479.3",1126
"AC140479.4",857
"AC140481.1",706
"AC140481.2",695
"AC140504.1",652
"AC140658.1",1802
"AC140658.2",346
"AC140658.3",348
"AC140658.4",271
"AC140658.5",352
"AC140658.6",169
"AC140658.7",201
"AC140725.1",712
"AC140725.2",51
"AC140847.1",534
"AC140847.2",743
"AC140847.3",507
"AC140878.1",250
"AC140912.1",1054
"AC141002.1",279
"AC141257.1",2239
"AC141257.2",540
"AC141273.1",479
"AC141273.2",130
"AC141273.3",124
"AC141424.1",887
"AC141557.1",400
"AC141557.2",482
"AC141586.1",2748
"AC141586.2",572
"AC141586.3",1838
"AC141586.4",1573
"AC141586.5",2050
"AC141846.1",142
"AC141930.1",786
"AC142086.1",1839
"AC142086.2",217
"AC142086.3",802
"AC142086.4",650
"AC142086.5",702
"AC142086.6",1765
"AC142283.1",93
"AC142381.1",345
"AC142381.2",298
"AC142381.3",1670
"AC142381.4",702
"AC142384.1",1422
"AC142391.1",1002
"AC142472.1",1741
"AC143336.1",836
"AC144450.1",1641
"AC144521.1",956
"AC144522.1",1658
"AC144530.1",555
"AC144548.1",946
"AC144568.1",137
"AC144568.2",944
"AC144652.1",1624
"AC144831.1",2656
"AC144833.1",4089
"AC144836.1",340
"AC145098.1",434
"AC145098.2",3026
"AC145124.1",1361
"AC145138.1",2851
"AC145141.1",567
"AC145141.2",501
"AC145146.1",326
"AC145207.1",691
"AC145207.2",565
"AC145207.3",529
"AC145207.4",450
"AC145207.5",2682
"AC145207.6",782
"AC145207.7",958
"AC145207.8",563
"AC145207.9",325
"AC145285.1",694
"AC145285.2",1963
"AC145285.3",540
"AC145285.4",361
"AC145285.5",637
"AC145285.6",1539
"AC145285.7",255
"AC145343.1",650
"AC145350.1",208
"AC145350.2",821
"AC145350.3",163
"AC145350.4",866
"AC145423.1",336
"AC145423.2",239
"AC145423.3",467
"AC145543.1",586
"AC145625.1",592
"AC145676.1",2004
"AC146507.1",354
"AC146507.2",476
"AC146944.1",418
"AC146944.2",1073
"AC146944.3",371
"AC146944.4",718
"AC146949.1",423
"AC147055.1",750
"AC147055.2",595
"AC147055.3",851
"AC147055.4",745
"AC147067.1",579
"AC147067.2",289
"AC147651.1",3506
"AC147651.2",572
"AC147651.3",420
"AC147651.4",731
"AC147876.1",322
"AC148476.1",705
"AC148477.1",476
"AC148477.2",3039
"AC148477.3",1766
"AC148477.4",1793
"AC148477.5",1645
"AC148477.6",465
"AC148477.7",428
"AC148477.8",468
"AC148477.9",539
"AC152007.1",224
"AC152010.1",2006
"AC156455.1",893
"AC159540.1",555
"AC159540.2",2830
"AC174048.1",144
"AC174065.1",5021
"AC174071.1",517
"AC187653.1",530
"AC190387.1",408
"AC209005.1",464
"AC209007.1",1342
"AC209154.1",3801
"AC211429.1",523
"AC211433.1",1264
"AC211433.2",387
"AC211433.3",375
"AC211469.1",394
"AC211469.2",205
"AC211476.1",468
"AC211476.2",708
"AC211476.3",715
"AC211476.4",699
"AC211485.1",1107
"AC211486.1",980
"AC211486.2",280
"AC211486.3",621
"AC211486.4",113
"AC211486.5",775
"AC215217.1",347
"AC215522.1",446
"AC217774.1",517
"AC217774.2",560
"AC226101.1",747
"AC226118.1",2146
"AC226119.1",682
"AC226119.2",530
"AC226150.1",466
"AC231532.1",312
"AC231532.2",180
"AC231533.1",925
"AC231533.2",978
"AC231657.1",397
"AC231657.2",252
"AC231759.1",597
"AC231760.1",260
"AC231981.1",974
"AC232271.1",2715
"AC232323.1",2099
"AC233263.1",224
"AC233263.2",104
"AC233263.6",1963
"AC233266.1",96
"AC233266.2",528
"AC233279.1",423
"AC233280.1",1684
"AC233280.2",1070
"AC233289.1",508
"AC233290.1",1186
"AC233290.2",390
"AC233296.1",1043
"AC233300.1",817
"AC233699.1",1168
"AC233701.1",4204
"AC233702.1",583
"AC233702.2",1387
"AC233702.3",304
"AC233702.4",538
"AC233702.5",396
"AC233702.6",924
"AC233702.7",965
"AC233702.8",203
"AC233702.9",333
"AC233723.1",562
"AC233723.2",2106
"AC233724.1",233
"AC233724.10",404
"AC233724.11",331
"AC233724.12",236
"AC233724.2",271
"AC233724.3",128
"AC233724.4",267
"AC233724.5",598
"AC233724.6",253
"AC233724.7",234
"AC233724.8",407
"AC233724.9",409
"AC233728.1",218
"AC233728.2",757
"AC233964.1",1089
"AC233968.1",1300
"AC233976.1",451
"AC233981.1",461
"AC233981.2",1614
"AC233982.1",436
"AC233992.1",444
"AC233992.2",1596
"AC233992.3",485
"AC234063.1",102
"AC234064.1",247
"AC234582.1",912
"AC234582.2",568
"AC234644.1",370
"AC234771.1",250
"AC234771.2",597
"AC234771.3",622
"AC234771.4",730
"AC234771.5",514
"AC234772.1",937
"AC234772.2",528
"AC234775.1",670
"AC234775.2",1792
"AC234775.3",656
"AC234778.1",370
"AC234779.1",285
"AC234781.1",1329
"AC234781.2",994
"AC234781.3",973
"AC234781.4",244
"AC234781.5",426
"AC234782.1",919
"AC234782.2",433
"AC234782.3",1048
"AC234782.4",324
"AC234783.1",496
"AC234791.1",1203
"AC234917.1",316
"AC235097.1",681
"AC235565.1",1325
"AC236430.1",743
"AC236972.1",199
"AC236972.2",310
"AC236972.3",1222
"AC236972.4",963
"AC237221.1",2947
"AC237221.2",2537
"AC239367.1",936
"AC239367.2",705
"AC239367.3",814
"AC239584.1",732
"AC239585.1",2369
"AC239585.2",557
"AC239600.1",462
"AC239600.2",1165
"AC239727.1",623
"AC239798.1",1176
"AC239798.2",3540
"AC239798.3",408
"AC239799.1",2002
"AC239800.1",719
"AC239800.2",2675
"AC239800.3",296
"AC239801.1",1398
"AC239802.1",406
"AC239802.2",554
"AC239803.1",430
"AC239804.1",869
"AC239804.2",522
"AC239809.1",217
"AC239809.2",517
"AC239809.3",4266
"AC239859.1",2594
"AC239859.2",318
"AC239859.3",675
"AC239859.4",1232
"AC239859.5",213
"AC239860.1",1270
"AC239860.2",270
"AC239868.1",1234
"AC240442.1",283
"AC240504.1",845
"AC240565.1",1083
"AC240565.2",2096
"AC241377.1",406
"AC241377.2",553
"AC241377.3",1088
"AC241520.1",1099
"AC241584.1",1241
"AC241585.1",519
"AC241585.2",1088
"AC241644.1",446
"AC241644.2",480
"AC241644.3",535
"AC241929.1",117
"AC241952.1",6524
"AC242376.1",726
"AC242376.2",883
"AC242426.1",960
"AC242426.2",2397
"AC242498.1",111
"AC242842.1",447
"AC242852.1",96
"AC242852.2",1807
"AC242988.1",714
"AC243312.1",601
"AC243428.1",264
"AC243547.1",408
"AC243547.2",234
"AC243547.3",935
"AC243562.1",389
"AC243562.2",970
"AC243562.3",1212
"AC243571.1",478
"AC243571.2",628
"AC243585.1",607
"AC243585.2",508
"AC243591.1",938
"AC243654.1",293
"AC243654.2",443
"AC243654.3",735
"AC243732.1",864
"AC243772.1",410
"AC243772.2",3543
"AC243772.3",537
"AC243773.1",544
"AC243773.2",256
"AC243829.1",1059
"AC243829.2",470
"AC243829.3",108
"AC243829.4",1115
"AC243829.5",247
"AC243829.6",106
"AC243830.1",455
"AC243830.2",630
"AC243830.3",376
"AC243919.1",636
"AC243919.2",785
"AC243960.1",661
"AC243960.2",747
"AC243960.3",594
"AC243960.4",288
"AC243960.5",255
"AC243960.7",707
"AC243961.1",384
"AC243962.1",579
"AC243964.1",261
"AC243964.2",75
"AC243964.3",829
"AC243964.4",2028
"AC243965.1",781
"AC243965.2",2671
"AC243967.1",578
"AC243967.2",567
"AC243967.3",2265
"AC243972.1",570
"AC243972.2",991
"AC243972.3",198
"AC243994.1",109
"AC244015.1",99
"AC244015.2",1861
"AC244023.1",112
"AC244033.1",870
"AC244034.1",792
"AC244034.2",509
"AC244034.3",3135
"AC244035.1",630
"AC244035.2",271
"AC244035.3",86
"AC244090.1",598
"AC244090.2",93
"AC244090.3",792
"AC244093.1",814
"AC244093.2",524
"AC244093.3",411
"AC244093.4",710
"AC244093.5",718
"AC244097.1",1216
"AC244098.1",275
"AC244098.2",99
"AC244098.3",96
"AC244100.1",407
"AC244100.2",3878
"AC244100.3",1721
"AC244100.4",388
"AC244102.1",848
"AC244102.2",955
"AC244107.1",332
"AC244107.2",76
"AC244131.1",922
"AC244131.2",512
"AC244153.1",702
"AC244154.1",1555
"AC244157.1",163
"AC244157.2",1006
"AC244197.1",951
"AC244197.2",655
"AC244197.3",2635
"AC244205.1",705
"AC244230.1",498
"AC244250.1",451
"AC244250.2",148
"AC244250.3",366
"AC244255.1",398
"AC244394.1",1665
"AC244394.2",735
"AC244452.1",141
"AC244453.1",494
"AC244453.2",3543
"AC244453.3",459
"AC244502.1",1951
"AC244502.2",851
"AC244502.3",457
"AC244505.1",307
"AC244505.2",759
"AC244505.3",187
"AC244505.4",287
"AC244505.5",207
"AC244505.6",130
"AC244505.7",272
"AC244517.1",2086
"AC244517.10",548
"AC244517.11",760
"AC244517.12",663
"AC244517.2",587
"AC244517.3",1235
"AC244517.4",580
"AC244517.5",722
"AC244517.6",566
"AC244517.7",398
"AC244517.8",467
"AC244517.9",434
"AC244636.1",228
"AC244636.2",1669
"AC244669.1",715
"AC244669.2",853
"AC244670.1",112
"AC245008.1",476
"AC245014.1",381
"AC245014.2",287
"AC245014.3",347
"AC245028.1",256
"AC245028.2",253
"AC245028.3",285
"AC245033.1",880
"AC245033.2",421
"AC245033.3",224
"AC245036.1",309
"AC245036.2",287
"AC245036.3",146
"AC245036.4",319
"AC245036.5",847
"AC245041.1",826
"AC245041.2",1962
"AC245047.1",873
"AC245047.2",530
"AC245047.3",127
"AC245047.4",144
"AC245047.5",556
"AC245047.6",617
"AC245047.7",293
"AC245047.8",284
"AC245052.1",410
"AC245052.2",327
"AC245052.3",901
"AC245052.4",4158
"AC245052.5",649
"AC245052.6",219
"AC245052.7",359
"AC245054.1",258
"AC245054.2",319
"AC245056.1",384
"AC245060.1",358
"AC245060.2",524
"AC245060.3",1242
"AC245060.4",1121
"AC245060.5",3293
"AC245060.6",8420
"AC245088.1",2039
"AC245088.2",384
"AC245096.1",546
"AC245100.1",1331
"AC245100.2",1679
"AC245100.3",285
"AC245100.4",1555
"AC245100.5",331
"AC245100.6",442
"AC245100.7",1058
"AC245102.1",520
"AC245102.2",180
"AC245123.1",1719
"AC245128.1",1294
"AC245128.2",284
"AC245128.3",748
"AC245140.1",341
"AC245140.2",1939
"AC245164.1",412
"AC245177.1",2369
"AC245187.1",559
"AC245291.1",328
"AC245291.2",1651
"AC245291.3",292
"AC245297.1",933
"AC245297.2",565
"AC245297.3",838
"AC245389.1",529
"AC245407.1",451
"AC245427.1",263
"AC245452.1",37852
"AC245452.2",392
"AC245452.3",162
"AC245452.4",375
"AC245452.5",780
"AC245505.1",224
"AC245505.2",3055
"AC245505.3",358
"AC245517.1",1262
"AC245517.2",346
"AC245517.3",250
"AC245517.4",281
"AC245517.5",162
"AC245519.1",512
